text,label
El técnico perdió el equilibrio y cayó por una superficie húmeda sin señalización en el almacén mientras movilizaba materiales.,riesgo_caida
El supervisor resbaló durante el desplazamiento por un derrame no limpiado a tiempo en la zona de carga mientras movilizaba materiales.,riesgo_caida
El operario tropezó en el pasillo y cayó por una mancha de lubricante en el pasillo cerca del muelle mientras movilizaba materiales.,riesgo_caida
El operario tropezó en el pasillo y cayó por una superficie húmeda sin señalización en el almacén mientras movilizaba materiales.,riesgo_caida
El supervisor perdió el equilibrio y cayó por aceite derramado en el piso cerca del muelle mientras movilizaba materiales.,riesgo_caida
La operaria cayó mientras trasladaba materiales debido a agua acumulada en la zona de carga en la zona de carga mientras movilizaba materiales.,riesgo_caida
Un trabajador tropezó en el pasillo y cayó debido a agua acumulada en la zona de carga cerca del muelle mientras movilizaba materiales.,riesgo_caida
El supervisor cayó mientras trasladaba materiales por una mancha de lubricante en el pasillo en la zona de despacho mientras movilizaba materiales.,riesgo_caida
El operario tropezó y sufrió una caída leve debido a piso resbaloso cerca del despacho cerca del muelle mientras movilizaba materiales.,riesgo_caida
Un trabajador tropezó en el pasillo y cayó por una superficie húmeda sin señalización cerca del muelle mientras movilizaba materiales.,riesgo_caida
El operario tropezó y sufrió una caída leve por una mancha de lubricante en el pasillo en la zona de despacho mientras movilizaba materiales.,riesgo_caida
La trabajadora tropezó en el pasillo y cayó por aceite derramado en el piso en la zona de carga mientras movilizaba materiales.,riesgo_caida
El supervisor tropezó en el pasillo y cayó debido a piso resbaloso cerca del despacho en el almacén mientras movilizaba materiales.,riesgo_caida
Un trabajador tropezó y sufrió una caída leve por una mancha de lubricante en el pasillo en la zona de carga mientras movilizaba materiales.,riesgo_caida
La trabajadora cayó mientras trasladaba materiales por una mancha de lubricante en el pasillo cerca del muelle mientras movilizaba materiales.,riesgo_caida
El operario tropezó y sufrió una caída leve por una superficie húmeda sin señalización en el área de producción mientras movilizaba materiales.,riesgo_caida
El supervisor tropezó y sufrió una caída leve debido a piso resbaloso cerca del despacho en el pasillo interno mientras movilizaba materiales.,riesgo_caida
La trabajadora tropezó en el pasillo y cayó debido a agua acumulada en la zona de carga cerca del muelle mientras movilizaba materiales.,riesgo_caida
La operaria resbaló al caminar debido a agua acumulada en la zona de carga en el almacén mientras movilizaba materiales.,riesgo_caida
Un trabajador perdió el equilibrio y cayó por aceite derramado en el piso en el pasillo interno mientras movilizaba materiales.,riesgo_caida
El técnico resbaló al caminar por aceite derramado en el piso en el pasillo interno mientras movilizaba materiales.,riesgo_caida
El técnico resbaló durante el desplazamiento por un derrame no limpiado a tiempo en el pasillo interno mientras movilizaba materiales.,riesgo_caida
La trabajadora tropezó en el pasillo y cayó por un derrame no limpiado a tiempo en el área de producción mientras movilizaba materiales.,riesgo_caida
Un trabajador tropezó en el pasillo y cayó por un derrame no limpiado a tiempo en el pasillo interno mientras movilizaba materiales.,riesgo_caida
La mano del operador recibió un golpe al manipular una herramienta industrial mientras ajustaba la maquinaria en el taller.,riesgo_mecanico
Un ayudante recibió un golpe al manipular una herramienta industrial por exposición a partes móviles en producción.,riesgo_mecanico
Un ayudante quedó atrapada en una máquina prensadora por exposición a partes móviles junto a la prensa.,riesgo_mecanico
La operaria recibió un golpe con la banda transportadora por ausencia de guarda de seguridad en el área de mantenimiento.,riesgo_mecanico
El trabajador recibió un golpe al manipular una herramienta industrial mientras ajustaba la maquinaria en producción.,riesgo_mecanico
La operaria se lesionó con un mecanismo en movimiento por ausencia de guarda de seguridad en el área de mantenimiento.,riesgo_mecanico
La mano del operador recibió un golpe al manipular una herramienta industrial mientras ajustaba la maquinaria en la banda de traslado.,riesgo_mecanico
La mano del operador sufrió atrapamiento parcial en el equipo mientras ajustaba la maquinaria en la línea de empaque.,riesgo_mecanico
El operario tuvo contacto con una pieza móvil mientras ajustaba la maquinaria en la línea de empaque.,riesgo_mecanico
Un ayudante quedó atrapada en una máquina prensadora mientras ajustaba la maquinaria en el taller.,riesgo_mecanico
El técnico se lesionó con un mecanismo en movimiento por ausencia de guarda de seguridad junto a la prensa.,riesgo_mecanico
La mano del operador sufrió atrapamiento parcial en el equipo mientras ajustaba la maquinaria en producción.,riesgo_mecanico
Un ayudante tuvo contacto con una pieza móvil durante una maniobra insegura en el taller.,riesgo_mecanico
El trabajador recibió un golpe con la banda transportadora mientras el equipo seguía en funcionamiento en la línea de empaque.,riesgo_mecanico
Un ayudante sufrió atrapamiento parcial en el equipo al intervenir la máquina sin bloqueo previo en producción.,riesgo_mecanico
